1box,1sub,2box,2sub,3box,3sub,4box,4sub,prob,prob_t
0000,0000,0000,0000,0000,0000,4b54,4b46,800,9
0000,0000,0000,0000,0000,0000,4b47,4b55,1000,a
0000,0000,0000,0000,0000,0000,4b58,5a46,2000,b
0000,0000,0000,0000,0000,0000,5a4a,5a58,4000,c
0000,0000,0000,0000,0000,0000,5a5b,5a5b,10000,d
0000,0000,0000,0000,0000,0000,5a5e,5b5a,20000,e
0000,0000,0000,0000,0000,0000,4b74,4b66,2000,a
0000,0000,0000,0000,0000,0000,4b67,4b75,4000,b
0000,0000,0000,0000,0000,0000,4b78,5a66,8000,c
0000,0000,0000,0000,0000,0000,5a6a,5a78,10000,d
0000,0000,0000,0000,0000,0000,5a7b,5a7b,40000,e
0000,0000,0000,0000,0000,0000,5a7e,5b7a,80000,f
0000,0000,0000,0000,0000,0000,4b84,6944,4000,b
0000,0000,0000,0000,0000,0000,6945,4b85,8000,c
0000,0000,0000,0000,0000,0000,4b87,6955,20000,d
0000,0000,0000,0000,0000,0000,6958,5a86,40000,e
0000,0000,0000,0000,0000,0000,5a8a,7858,80000,f
0000,0000,0000,0000,0000,0000,785b,5a9b,200000,10
0000,0000,0000,0000,0000,0000,5a9e,795a,400000,11
0000,0000,0000,0000,0000,0000,4bb4,6966,10000,c
0000,0000,0000,0000,0000,0000,6967,4bb5,20000,d
0000,0000,0000,0000,0000,0000,4bb8,7866,40000,e
0000,0000,0000,0000,0000,0000,786a,5ab8,80000,f
0000,0000,0000,0000,0000,0000,5abb,787b,200000,10
0000,0000,0000,0000,0000,0000,787e,5bba,400000,11
0000,0000,0000,0000,0000,0000,4be4,6b64,20000,d
0000,0000,0000,0000,0000,0000,6b65,4be5,40000,e
0000,0000,0000,0000,0000,0000,4be7,6b75,100000,f
0000,0000,0000,0000,0000,0000,6b78,5ae6,200000,10
0000,0000,0000,0000,0000,0000,5aea,7a78,400000,11
0000,0000,0000,0000,0000,0000,7a7b,5afb,1000000,12
0000,0000,0000,0000,0000,0000,5afe,7b7a,2000000,13
0000,0000,0000,0000,0000,0000,4bf4,6b66,c0000,e
0000,0000,0000,0000,0000,0000,6b67,4bf5,180000,f
0000,0000,0000,0000,0000,0000,4bf8,7a66,300000,10
0000,0000,0000,0000,0000,0000,7a6a,5af8,600000,11
0000,0000,0000,0000,0000,0000,5afb,7a7b,1800000,12
0000,0000,0000,0000,0000,0000,7a7e,5bfa,3000000,13
0000,0000,0000,0000,0000,0000,4e44,4f40,800,9
0000,0000,0000,0000,0000,0000,4e54,4f42,1000,a
0000,0000,0000,0000,0000,0000,4f49,5e45,2000,b
0000,0000,0000,0000,0000,0000,5e4b,5e59,4000,c
0000,0000,0000,0000,0000,0000,5e5f,5f5b,8000,d
0000,0000,0000,0000,0000,0000,4e74,4f62,4000,b
0000,0000,0000,0000,0000,0000,4f69,5e65,8000,c
0000,0000,0000,0000,0000,0000,5e6b,5e79,10000,d
0000,0000,0000,0000,0000,0000,5e7f,5f7b,20000,e
0000,0000,0000,0000,0000,0000,4e84,6d40,8000,c
0000,0000,0000,0000,0000,0000,4eb4,6d62,20000,d
0000,0000,0000,0000,0000,0000,6d69,5ea5,40000,e
0000,0000,0000,0000,0000,0000,5eab,7c79,80000,f
0000,0000,0000,0000,0000,0000,7c7f,5fbb,100000,10
0000,0000,0000,0000,0000,0000,4ee4,6f60,40000,e
0000,0000,0000,0000,0000,0000,4ef4,6f62,180000,f
0000,0000,0000,0000,0000,0000,6f69,5ee5,300000,10
0000,0000,0000,0000,0000,0000,5eeb,7e79,600000,11
0000,0000,0000,0000,0000,0000,7e7f,5ffb,c00000,12
0000,0000,0000,0000,0000,0000,4f44,4f44,3000,a
0000,0000,0000,0000,0000,0000,4f45,4f45,6000,b
0000,0000,0000,0000,0000,0000,4f47,4f55,18000,c
0000,0000,0000,0000,0000,0000,4f58,5e46,30000,d
0000,0000,0000,0000,0000,0000,5e4a,5e58,60000,e
0000,0000,0000,0000,0000,0000,5e5b,5e5b,180000,f
0000,0000,0000,0000,0000,0000,5e5e,5f5a,300000,10
0000,0000,0000,0000,0000,0000,4f54,4f46,6000,b
0000,0000,0000,0000,0000,0000,4f47,4f55,c000,c
0000,0000,0000,0000,0000,0000,4f58,5e46,18000,d
0000,0000,0000,0000,0000,0000,5e4a,5e58,30000,e
0000,0000,0000,0000,0000,0000,5e5b,5e5b,c0000,f
0000,0000,0000,0000,0000,0000,5e5e,5f5a,180000,10
0000,0000,0000,0000,0000,0000,4f74,4f66,18000,c
0000,0000,0000,0000,0000,0000,4f67,4f75,30000,d
0000,0000,0000,0000,0000,0000,4f78,5e66,60000,e
0000,0000,0000,0000,0000,0000,5e6a,5e78,c0000,f
0000,0000,0000,0000,0000,0000,5e7b,5e7b,300000,10
0000,0000,0000,0000,0000,0000,5e7e,5f7a,600000,11
0000,0000,0000,0000,0000,0000,4f84,6d44,30000,d
0000,0000,0000,0000,0000,0000,6d45,4f85,60000,e
0000,0000,0000,0000,0000,0000,4f87,6d55,180000,f
0000,0000,0000,0000,0000,0000,6d58,5e86,300000,10
0000,0000,0000,0000,0000,0000,5e8a,7c58,600000,11
0000,0000,0000,0000,0000,0000,7c5b,5e9b,1800000,12
0000,0000,0000,0000,0000,0000,5e9e,7d5a,3000000,13
0000,0000,0000,0000,0000,0000,4fb4,6d66,c0000,e
0000,0000,0000,0000,0000,0000,6d67,4fb5,180000,f
0000,0000,0000,0000,0000,0000,4fb8,7c66,300000,10
0000,0000,0000,0000,0000,0000,7c6a,5eb8,600000,11
0000,0000,0000,0000,0000,0000,5ebb,7c7b,1800000,12
0000,0000,0000,0000,0000,0000,7c7e,5fba,3000000,13
0000,0000,0000,0000,0000,0000,4fe4,6f64,180000,f
0000,0000,0000,0000,0000,0000,6f65,4fe5,300000,10
0000,0000,0000,0000,0000,0000,4fe7,6f75,c00000,11
0000,0000,0000,0000,0000,0000,6f78,5ee6,1800000,12
0000,0000,0000,0000,0000,0000,5eea,7e78,3000000,13
0000,0000,0000,0000,0000,0000,7e7b,5efb,c000000,14
0000,0000,0000,0000,0000,0000,5efe,7f7a,18000000,15
0000,0000,0000,0000,0000,0000,4ff4,6f66,900000,10
0000,0000,0000,0000,0000,0000,6f67,4ff5,1200000,11
0000,0000,0000,0000,0000,0000,4ff8,7e66,2400000,12
0000,0000,0000,0000,0000,0000,7e6a,5ef8,4800000,13
0000,0000,0000,0000,0000,0000,5efb,7e7b,12000000,14
0000,0000,0000,0000,0000,0000,7e7e,5ffa,24000000,15
0000,0000,0000,0000,0000,0000,5444,0f08,20,5
0000,0000,0000,0000,0000,0000,0f05,4545,40,6
0000,0000,0000,0000,0000,0000,4547,0f15,100,7
0000,0000,0000,0000,0000,0000,0f18,5446,200,8
0000,0000,0000,0000,0000,0000,544a,1e18,400,9
0000,0000,0000,0000,0000,0000,1e1b,545b,1000,a
0000,0000,0000,0000,0000,0000,545e,1f1a,2000,b
0000,0000,0000,0000,0000,0000,5454,0f0a,40,6
0000,0000,0000,0000,0000,0000,0f05,4545,80,7
0000,0000,0000,0000,0000,0000,4547,0f15,200,8
0000,0000,0000,0000,0000,0000,0f18,5446,400,9
0000,0000,0000,0000,0000,0000,544a,1e18,800,a
0000,0000,0000,0000,0000,0000,1e1b,545b,2000,b
0000,0000,0000,0000,0000,0000,545e,1f1a,4000,c
0000,0000,0000,0000,0000,0000,5474,0f2a,100,7
0000,0000,0000,0000,0000,0000,0f25,4565,200,8
0000,0000,0000,0000,0000,0000,4567,0f35,800,9
0000,0000,0000,0000,0000,0000,0f38,5466,1000,a
0000,0000,0000,0000,0000,0000,546a,1e38,2000,b
0000,0000,0000,0000,0000,0000,1e3b,547b,8000,c
0000,0000,0000,0000,0000,0000,547e,1f3a,10000,d
0000,0000,0000,0000,0000,0000,5484,2d08,200,8
0000,0000,0000,0000,0000,0000,2d05,4585,400,9
0000,0000,0000,0000,0000,0000,4587,2d15,1000,a
0000,0000,0000,0000,0000,0000,2d18,5486,2000,b
0000,0000,0000,0000,0000,0000,548a,3c18,4000,c
0000,0000,0000,0000,0000,0000,3c1b,549b,10000,d
0000,0000,0000,0000,0000,0000,549e,3d1a,20000,e
0000,0000,0000,0000,0000,0000,54b4,2d2a,800,9
0000,0000,0000,0000,0000,0000,2d25,45a5,1000,a
0000,0000,0000,0000,0000,0000,45a7,2d35,4000,b
0000,0000,0000,0000,0000,0000,2d38,54a6,8000,c
0000,0000,0000,0000,0000,0000,54aa,3c38,10000,d
0000,0000,0000,0000,0000,0000,3c3b,54bb,40000,e
0000,0000,0000,0000,0000,0000,54be,3d3a,80000,f
0000,0000,0000,0000,0000,0000,54e4,2f28,1000,a
0000,0000,0000,0000,0000,0000,2f25,45e5,2000,b
0000,0000,0000,0000,0000,0000,45e7,2f35,8000,c
0000,0000,0000,0000,0000,0000,2f38,54e6,10000,d
0000,0000,0000,0000,0000,0000,54ea,3e38,20000,e
0000,0000,0000,0000,0000,0000,3e3b,54fb,80000,f
0000,0000,0000,0000,0000,0000,54fe,3f3a,100000,10
0000,0000,0000,0000,0000,0000,54f4,2f2a,6000,b
0000,0000,0000,0000,0000,0000,2f25,45e5,c000,c
0000,0000,0000,0000,0000,0000,45e7,2f35,30000,d
0000,0000,0000,0000,0000,0000,2f38,54e6,60000,e
0000,0000,0000,0000,0000,0000,54ea,3e38,c0000,f
0000,0000,0000,0000,0000,0000,3e3b,54fb,300000,10
0000,0000,0000,0000,0000,0000,54fe,3f3a,600000,11
0000,0000,0000,0000,0000,0000,5544,0f0c,40,6
0000,0000,0000,0000,0000,0000,0f05,4545,80,7
0000,0000,0000,0000,0000,0000,4547,0f15,200,8
0000,0000,0000,0000,0000,0000,0f18,5446,400,9
0000,0000,0000,0000,0000,0000,544a,1e18,800,a
0000,0000,0000,0000,0000,0000,1e1b,545b,2000,b
0000,0000,0000,0000,0000,0000,545e,1f1a,4000,c
0000,0000,0000,0000,0000,0000,5554,0f0e,80,7
0000,0000,0000,0000,0000,0000,0f0a,5454,100,8
0000,0000,0000,0000,0000,0000,545b,1e1b,200,9
0000,0000,0000,0000,0000,0000,1e1e,555a,400,a
0000,0000,0000,0000,0000,0000,5574,0f2e,200,8
0000,0000,0000,0000,0000,0000,0f2a,5474,400,9
0000,0000,0000,0000,0000,0000,547b,1e3b,800,a
0000,0000,0000,0000,0000,0000,1e3e,557a,1000,b
0000,0000,0000,0000,0000,0000,5584,2d0c,400,9
0000,0000,0000,0000,0000,0000,2d05,4585,800,a
0000,0000,0000,0000,0000,0000,4587,2d15,2000,b
0000,0000,0000,0000,0000,0000,2d18,5486,4000,c
0000,0000,0000,0000,0000,0000,548a,3c18,8000,d
0000,0000,0000,0000,0000,0000,3c1b,549b,20000,e
0000,0000,0000,0000,0000,0000,549e,3d1a,40000,f
0000,0000,0000,0000,0000,0000,55b4,2d2e,1000,a
0000,0000,0000,0000,0000,0000,2d2a,54b4,2000,b
0000,0000,0000,0000,0000,0000,54bb,3c3b,4000,c
0000,0000,0000,0000,0000,0000,3c3e,55ba,8000,d
0000,0000,0000,0000,0000,0000,55e4,2f2c,2000,b
0000,0000,0000,0000,0000,0000,2f25,45e5,4000,c
0000,0000,0000,0000,0000,0000,45e7,2f35,10000,d
0000,0000,0000,0000,0000,0000,2f38,54e6,20000,e
0000,0000,0000,0000,0000,0000,54ea,3e38,40000,f
0000,0000,0000,0000,0000,0000,3e3b,54fb,100000,10
0000,0000,0000,0000,0000,0000,54fe,3f3a,200000,11
0000,0000,0000,0000,0000,0000,55f4,2f2e,c000,c
0000,0000,0000,0000,0000,0000,2f2a,54f4,18000,d
0000,0000,0000,0000,0000,0000,54fb,3e3b,30000,e
0000,0000,0000,0000,0000,0000,3e3e,55fa,60000,f
0000,0000,0000,0000,0000,0000,5744,0f4c,100,7
0000,0000,0000,0000,0000,0000,0f45,4745,200,8
0000,0000,0000,0000,0000,0000,4747,0f55,800,9
0000,0000,0000,0000,0000,0000,0f58,5646,1000,a
0000,0000,0000,0000,0000,0000,564a,1e58,2000,b
0000,0000,0000,0000,0000,0000,1e5b,565b,8000,c
0000,0000,0000,0000,0000,0000,565e,1f5a,10000,d
0000,0000,0000,0000,0000,0000,5754,0f4e,200,8
0000,0000,0000,0000,0000,0000,0f4a,5654,400,9
0000,0000,0000,0000,0000,0000,565b,1e5b,800,a
0000,0000,0000,0000,0000,0000,1e5e,575a,1000,b
0000,0000,0000,0000,0000,0000,5774,0f6e,800,9
0000,0000,0000,0000,0000,0000,0f6a,5674,1000,a
0000,0000,0000,0000,0000,0000,567b,1e7b,2000,b
0000,0000,0000,0000,0000,0000,1e7e,577a,4000,c
0000,0000,0000,0000,0000,0000,5784,2d4c,1000,a
0000,0000,0000,0000,0000,0000,2d45,4785,2000,b
0000,0000,0000,0000,0000,0000,4787,2d55,8000,c
0000,0000,0000,0000,0000,0000,2d58,5686,10000,d
0000,0000,0000,0000,0000,0000,568a,3c58,20000,e
0000,0000,0000,0000,0000,0000,3c5b,569b,80000,f
0000,0000,0000,0000,0000,0000,569e,3d5a,100000,10
0000,0000,0000,0000,0000,0000,57b4,2d6e,4000,b
0000,0000,0000,0000,0000,0000,2d6a,56b4,8000,c
0000,0000,0000,0000,0000,0000,56bb,3c7b,10000,d
0000,0000,0000,0000,0000,0000,3c7e,57ba,20000,e
0000,0000,0000,0000,0000,0000,57e4,2f6c,8000,c
0000,0000,0000,0000,0000,0000,2f65,47e5,10000,d
0000,0000,0000,0000,0000,0000,47e7,2f75,40000,e
0000,0000,0000,0000,0000,0000,2f78,56e6,80000,f
0000,0000,0000,0000,0000,0000,56ea,3e78,100000,10
0000,0000,0000,0000,0000,0000,3e7b,56fb,400000,11
0000,0000,0000,0000,0000,0000,56fe,3f7a,800000,12
0000,0000,0000,0000,0000,0000,57f4,2f6e,30000,d
0000,0000,0000,0000,0000,0000,2f6a,56f4,60000,e
0000,0000,0000,0000,0000,0000,56fb,3e7b,c0000,f
0000,0000,0000,0000,0000,0000,3e7e,57fa,180000,10
0000,0000,0000,0000,0000,0000,5844,4b08,200,8
0000,0000,0000,0000,0000,0000,4b05,4945,400,9
0000,0000,0000,0000,0000,0000,4947,4b15,1000,a
0000,0000,0000,0000,0000,0000,4b18,5846,2000,b
0000,0000,0000,0000,0000,0000,584a,5a18,4000,c
0000,0000,0000,0000,0000,0000,5a1b,585b,10000,d
0000,0000,0000,0000,0000,0000,585e,5b1a,20000,e
0000,0000,0000,0000,0000,0000,5854,4b0a,400,9
0000,0000,0000,0000,0000,0000,4b05,4945,800,a
0000,0000,0000,0000,0000,0000,4947,4b15,2000,b
0000,0000,0000,0000,0000,0000,4b18,5846,4000,c
0000,0000,0000,0000,0000,0000,584a,5a18,8000,d
0000,0000,0000,0000,0000,0000,5a1b,585b,20000,e
0000,0000,0000,0000,0000,0000,585e,5b1a,40000,f
0000,0000,0000,0000,0000,0000,5874,4b2a,1000,a
0000,0000,0000,0000,0000,0000,4b25,4965,2000,b
0000,0000,0000,0000,0000,0000,4967,4b35,8000,c
0000,0000,0000,0000,0000,0000,4b38,5866,10000,d
0000,0000,0000,0000,0000,0000,586a,5a38,20000,e
0000,0000,0000,0000,0000,0000,5a3b,587b,80000,f
0000,0000,0000,0000,0000,0000,587e,5b3a,100000,10
0000,0000,0000,0000,0000,0000,5884,6908,2000,b
0000,0000,0000,0000,0000,0000,6905,4985,4000,c
0000,0000,0000,0000,0000,0000,4987,6915,10000,d
0000,0000,0000,0000,0000,0000,6918,5886,20000,e
0000,0000,0000,0000,0000,0000,588a,7818,40000,f
0000,0000,0000,0000,0000,0000,781b,589b,100000,10
0000,0000,0000,0000,0000,0000,589e,791a,200000,11
0000,0000,0000,0000,0000,0000,58b4,692a,8000,c
0000,0000,0000,0000,0000,0000,6925,49a5,10000,d
0000,0000,0000,0000,0000,0000,49a7,6935,40000,e
0000,0000,0000,0000,0000,0000,6938,58a6,80000,f
0000,0000,0000,0000,0000,0000,58aa,7838,100000,10
0000,0000,0000,0000,0000,0000,783b,58bb,400000,11
0000,0000,0000,0000,0000,0000,58be,793a,800000,12
0000,0000,0000,0000,0000,0000,58e4,6b28,10000,d
0000,0000,0000,0000,0000,0000,6b25,49e5,20000,e
0000,0000,0000,0000,0000,0000,49e7,6b35,80000,f
0000,0000,0000,0000,0000,0000,6b38,58e6,100000,10
0000,0000,0000,0000,0000,0000,58ea,7a38,200000,11
0000,0000,0000,0000,0000,0000,7a3b,58fb,800000,12
0000,0000,0000,0000,0000,0000,58fe,7b3a,1000000,13
0000,0000,0000,0000,0000,0000,58f4,6b2a,60000,e
0000,0000,0000,0000,0000,0000,6b25,49e5,c0000,f
0000,0000,0000,0000,0000,0000,49e7,6b35,300000,10
0000,0000,0000,0000,0000,0000,6b38,58e6,600000,11
0000,0000,0000,0000,0000,0000,58ea,7a38,c00000,12
0000,0000,0000,0000,0000,0000,7a3b,58fb,3000000,13
0000,0000,0000,0000,0000,0000,58fe,7b3a,6000000,14
0000,0000,0000,0000,0000,0000,5b44,4b4c,800,9
0000,0000,0000,0000,0000,0000,4b45,4b45,1000,a
0000,0000,0000,0000,0000,0000,4b47,4b55,4000,b
0000,0000,0000,0000,0000,0000,4b58,5a46,8000,c
0000,0000,0000,0000,0000,0000,5a4a,5a58,10000,d
0000,0000,0000,0000,0000,0000,5a5b,5a5b,40000,e
0000,0000,0000,0000,0000,0000,5a5e,5b5a,80000,f
0000,0000,0000,0000,0000,0000,5b54,4b4e,1000,a
0000,0000,0000,0000,0000,0000,4b4a,5a54,2000,b
0000,0000,0000,0000,0000,0000,5a5b,5a5b,4000,c
0000,0000,0000,0000,0000,0000,5a5e,5b5a,8000,d
0000,0000,0000,0000,0000,0000,5b74,4b6e,4000,b
0000,0000,0000,0000,0000,0000,4b6a,5a74,8000,c
0000,0000,0000,0000,0000,0000,5a7b,5a7b,10000,d
0000,0000,0000,0000,0000,0000,5a7e,5b7a,20000,e
0000,0000,0000,0000,0000,0000,5b84,694c,8000,c
0000,0000,0000,0000,0000,0000,6945,4b85,10000,d
0000,0000,0000,0000,0000,0000,4b87,6955,40000,e
0000,0000,0000,0000,0000,0000,6958,5a86,80000,f
0000,0000,0000,0000,0000,0000,5a8a,7858,100000,10
0000,0000,0000,0000,0000,0000,785b,5a9b,400000,11
0000,0000,0000,0000,0000,0000,5a9e,795a,800000,12
0000,0000,0000,0000,0000,0000,5bb4,696e,20000,d
0000,0000,0000,0000,0000,0000,696a,5ab4,40000,e
0000,0000,0000,0000,0000,0000,5abb,787b,80000,f
0000,0000,0000,0000,0000,0000,787e,5bba,100000,10
0000,0000,0000,0000,0000,0000,5be4,6b6c,40000,e
0000,0000,0000,0000,0000,0000,6b65,4be5,80000,f
0000,0000,0000,0000,0000,0000,4be7,6b75,200000,10
0000,0000,0000,0000,0000,0000,6b78,5ae6,400000,11
0000,0000,0000,0000,0000,0000,5aea,7a78,800000,12
0000,0000,0000,0000,0000,0000,7a7b,5afb,2000000,13
0000,0000,0000,0000,0000,0000,5afe,7b7a,4000000,14
0000,0000,0000,0000,0000,0000,5bf4,6b6e,180000,f
0000,0000,0000,0000,0000,0000,6b6a,5af4,300000,10
0000,0000,0000,0000,0000,0000,5afb,7a7b,600000,11
0000,0000,0000,0000,0000,0000,7a7e,5bfa,c00000,12
0000,0000,0000,0000,0000,0000,5e44,4f48,1000,a
0000,0000,0000,0000,0000,0000,4f45,4f45,2000,b
