1box,1sub,2box,2sub,3box,3sub,4box,4sub,prob,prob_t
0000,0000,0000,0000,0000,0000,4f47,4f55,8000,c
0000,0000,0000,0000,0000,0000,4f58,5e46,10000,d
0000,0000,0000,0000,0000,0000,5e4a,5e58,20000,e
0000,0000,0000,0000,0000,0000,5e5b,5e5b,80000,f
0000,0000,0000,0000,0000,0000,5e5e,5f5a,100000,10
0000,0000,0000,0000,0000,0000,5e54,4f4a,2000,b
0000,0000,0000,0000,0000,0000,4f45,4f45,4000,c
0000,0000,0000,0000,0000,0000,4f47,4f55,10000,d
0000,0000,0000,0000,0000,0000,4f58,5e46,20000,e
0000,0000,0000,0000,0000,0000,5e4a,5e58,40000,f
0000,0000,0000,0000,0000,0000,5e5b,5e5b,100000,10
0000,0000,0000,0000,0000,0000,5e5e,5f5a,200000,11
0000,0000,0000,0000,0000,0000,5e74,4f6a,8000,c
0000,0000,0000,0000,0000,0000,4f65,4f65,10000,d
0000,0000,0000,0000,0000,0000,4f67,4f75,40000,e
0000,0000,0000,0000,0000,0000,4f78,5e66,80000,f
0000,0000,0000,0000,0000,0000,5e6a,5e78,100000,10
0000,0000,0000,0000,0000,0000,5e7b,5e7b,400000,11
0000,0000,0000,0000,0000,0000,5e7e,5f7a,800000,12
0000,0000,0000,0000,0000,0000,5e84,6d48,10000,d
0000,0000,0000,0000,0000,0000,6d45,4f85,20000,e
0000,0000,0000,0000,0000,0000,4f87,6d55,80000,f
0000,0000,0000,0000,0000,0000,6d58,5e86,100000,10
0000,0000,0000,0000,0000,0000,5e8a,7c58,200000,11
0000,0000,0000,0000,0000,0000,7c5b,5e9b,800000,12
0000,0000,0000,0000,0000,0000,5e9e,7d5a,1000000,13
0000,0000,0000,0000,0000,0000,5eb4,6d6a,40000,e
0000,0000,0000,0000,0000,0000,6d65,4fa5,80000,f
0000,0000,0000,0000,0000,0000,4fa7,6d75,200000,10
0000,0000,0000,0000,0000,0000,6d78,5ea6,400000,11
0000,0000,0000,0000,0000,0000,5eaa,7c78,800000,12
0000,0000,0000,0000,0000,0000,7c7b,5ebb,2000000,13
0000,0000,0000,0000,0000,0000,5ebe,7d7a,4000000,14
0000,0000,0000,0000,0000,0000,5ee4,6f68,80000,f
0000,0000,0000,0000,0000,0000,6f65,4fe5,100000,10
0000,0000,0000,0000,0000,0000,4fe7,6f75,400000,11
0000,0000,0000,0000,0000,0000,6f78,5ee6,800000,12
0000,0000,0000,0000,0000,0000,5eea,7e78,1000000,13
0000,0000,0000,0000,0000,0000,7e7b,5efb,4000000,14
0000,0000,0000,0000,0000,0000,5efe,7f7a,8000000,15
0000,0000,0000,0000,0000,0000,5ef4,6f6a,300000,10
0000,0000,0000,0000,0000,0000,6f65,4fe5,600000,11
0000,0000,0000,0000,0000,0000,4fe7,6f75,1800000,12
0000,0000,0000,0000,0000,0000,6f78,5ee6,3000000,13
0000,0000,0000,0000,0000,0000,5eea,7e78,6000000,14
0000,0000,0000,0000,0000,0000,7e7b,5efb,18000000,15
0000,0000,0000,0000,0000,0000,5efe,7f7a,30000000,16
0000,0000,0000,0000,0000,0000,5f44,4f4c,6000,b
0000,0000,0000,0000,0000,0000,4f45,4f45,c000,c
0000,0000,0000,0000,0000,0000,4f47,4f55,30000,d
0000,0000,0000,0000,0000,0000,4f58,5e46,60000,e
0000,0000,0000,0000,0000,0000,5e4a,5e58,c0000,f
0000,0000,0000,0000,0000,0000,5e5b,5e5b,300000,10
0000,0000,0000,0000,0000,0000,5e5e,5f5a,600000,11
0000,0000,0000,0000,0000,0000,5f54,4f4e,c000,c
0000,0000,0000,0000,0000,0000,4f4a,5e54,18000,d
0000,0000,0000,0000,0000,0000,5e5b,5e5b,30000,e
0000,0000,0000,0000,0000,0000,5e5e,5f5a,60000,f
0000,0000,0000,0000,0000,0000,5f74,4f6e,30000,d
0000,0000,0000,0000,0000,0000,4f6a,5e74,60000,e
0000,0000,0000,0000,0000,0000,5e7b,5e7b,c0000,f
0000,0000,0000,0000,0000,0000,5e7e,5f7a,180000,10
0000,0000,0000,0000,0000,0000,5f84,6d4c,60000,e
0000,0000,0000,0000,0000,0000,6d45,4f85,c0000,f
0000,0000,0000,0000,0000,0000,4f87,6d55,300000,10
0000,0000,0000,0000,0000,0000,6d58,5e86,600000,11
0000,0000,0000,0000,0000,0000,5e8a,7c58,c00000,12
0000,0000,0000,0000,0000,0000,7c5b,5e9b,3000000,13
0000,0000,0000,0000,0000,0000,5e9e,7d5a,6000000,14
0000,0000,0000,0000,0000,0000,5fb4,6d6e,180000,f
0000,0000,0000,0000,0000,0000,6d6a,5eb4,300000,10
0000,0000,0000,0000,0000,0000,5ebb,7c7b,600000,11
0000,0000,0000,0000,0000,0000,7c7e,5fba,c00000,12
0000,0000,0000,0000,0000,0000,5fe4,6f6c,300000,10
0000,0000,0000,0000,0000,0000,6f65,4fe5,600000,11
0000,0000,0000,0000,0000,0000,4fe7,6f75,1800000,12
0000,0000,0000,0000,0000,0000,6f78,5ee6,3000000,13
0000,0000,0000,0000,0000,0000,5eea,7e78,6000000,14
0000,0000,0000,0000,0000,0000,7e7b,5efb,18000000,15
0000,0000,0000,0000,0000,0000,5efe,7f7a,30000000,16
0000,0000,0000,0000,0000,0000,5ff4,6f6e,1200000,11
0000,0000,0000,0000,0000,0000,6f6a,5ef4,2400000,12
0000,0000,0000,0000,0000,0000,5efb,7e7b,4800000,13
0000,0000,0000,0000,0000,0000,7e7e,5ffa,9000000,14
0000,0000,0000,0000,0000,0000,7444,0f88,80,6
0000,0000,0000,0000,0000,0000,0f85,6545,100,7
0000,0000,0000,0000,0000,0000,6547,0f95,400,8
0000,0000,0000,0000,0000,0000,0f98,7446,800,9
0000,0000,0000,0000,0000,0000,744a,1e98,1000,a
0000,0000,0000,0000,0000,0000,1e9b,745b,4000,b
0000,0000,0000,0000,0000,0000,745e,1f9a,8000,c
0000,0000,0000,0000,0000,0000,7454,0f8a,100,7
0000,0000,0000,0000,0000,0000,0f85,6545,200,8
0000,0000,0000,0000,0000,0000,6547,0f95,800,9
0000,0000,0000,0000,0000,0000,0f98,7446,1000,a
0000,0000,0000,0000,0000,0000,744a,1e98,2000,b
0000,0000,0000,0000,0000,0000,1e9b,745b,8000,c
0000,0000,0000,0000,0000,0000,745e,1f9a,10000,d
0000,0000,0000,0000,0000,0000,7474,0faa,400,8
0000,0000,0000,0000,0000,0000,0fa5,6565,800,9
0000,0000,0000,0000,0000,0000,6567,0fb5,2000,a
0000,0000,0000,0000,0000,0000,0fb8,7466,4000,b
0000,0000,0000,0000,0000,0000,746a,1eb8,8000,c
0000,0000,0000,0000,0000,0000,1ebb,747b,20000,d
0000,0000,0000,0000,0000,0000,747e,1fba,40000,e
0000,0000,0000,0000,0000,0000,7484,2d88,800,9
0000,0000,0000,0000,0000,0000,2d85,6585,1000,a
0000,0000,0000,0000,0000,0000,6587,2d95,4000,b
0000,0000,0000,0000,0000,0000,2d98,7486,8000,c
0000,0000,0000,0000,0000,0000,748a,3c98,10000,d
0000,0000,0000,0000,0000,0000,3c9b,749b,40000,e
0000,0000,0000,0000,0000,0000,749e,3d9a,80000,f
0000,0000,0000,0000,0000,0000,74b4,2daa,2000,a
0000,0000,0000,0000,0000,0000,2da5,65a5,4000,b
0000,0000,0000,0000,0000,0000,65a7,2db5,10000,c
0000,0000,0000,0000,0000,0000,2db8,74a6,20000,d
0000,0000,0000,0000,0000,0000,74aa,3cb8,40000,e
0000,0000,0000,0000,0000,0000,3cbb,74bb,100000,f
0000,0000,0000,0000,0000,0000,74be,3dba,200000,10
0000,0000,0000,0000,0000,0000,74e4,2fa8,4000,b
0000,0000,0000,0000,0000,0000,2fa5,65e5,8000,c
0000,0000,0000,0000,0000,0000,65e7,2fb5,20000,d
0000,0000,0000,0000,0000,0000,2fb8,74e6,40000,e
0000,0000,0000,0000,0000,0000,74ea,3eb8,80000,f
0000,0000,0000,0000,0000,0000,3ebb,74fb,200000,10
0000,0000,0000,0000,0000,0000,74fe,3fba,400000,11
0000,0000,0000,0000,0000,0000,74f4,2faa,18000,c
0000,0000,0000,0000,0000,0000,2fa5,65e5,30000,d
0000,0000,0000,0000,0000,0000,65e7,2fb5,c0000,e
0000,0000,0000,0000,0000,0000,2fb8,74e6,180000,f
0000,0000,0000,0000,0000,0000,74ea,3eb8,300000,10
0000,0000,0000,0000,0000,0000,3ebb,74fb,c00000,11
0000,0000,0000,0000,0000,0000,74fe,3fba,1800000,12
0000,0000,0000,0000,0000,0000,7544,0f8c,100,7
0000,0000,0000,0000,0000,0000,0f85,6545,200,8
0000,0000,0000,0000,0000,0000,6547,0f95,800,9
0000,0000,0000,0000,0000,0000,0f98,7446,1000,a
0000,0000,0000,0000,0000,0000,744a,1e98,2000,b
0000,0000,0000,0000,0000,0000,1e9b,745b,8000,c
0000,0000,0000,0000,0000,0000,745e,1f9a,10000,d
0000,0000,0000,0000,0000,0000,7554,0f8e,200,8
0000,0000,0000,0000,0000,0000,0f8a,7454,400,9
0000,0000,0000,0000,0000,0000,745b,1e9b,800,a
0000,0000,0000,0000,0000,0000,1e9e,755a,1000,b
0000,0000,0000,0000,0000,0000,7574,0fae,800,9
0000,0000,0000,0000,0000,0000,0faa,7474,1000,a
0000,0000,0000,0000,0000,0000,747b,1ebb,2000,b
0000,0000,0000,0000,0000,0000,1ebe,757a,4000,c
0000,0000,0000,0000,0000,0000,7584,2d8c,1000,a
0000,0000,0000,0000,0000,0000,2d85,6585,2000,b
0000,0000,0000,0000,0000,0000,6587,2d95,8000,c
0000,0000,0000,0000,0000,0000,2d98,7486,10000,d
0000,0000,0000,0000,0000,0000,748a,3c98,20000,e
0000,0000,0000,0000,0000,0000,3c9b,749b,80000,f
0000,0000,0000,0000,0000,0000,749e,3d9a,100000,10
0000,0000,0000,0000,0000,0000,75b4,2dae,4000,b
0000,0000,0000,0000,0000,0000,2daa,74b4,8000,c
0000,0000,0000,0000,0000,0000,74bb,3cbb,10000,d
0000,0000,0000,0000,0000,0000,3cbe,75ba,20000,e
0000,0000,0000,0000,0000,0000,75e4,2fac,8000,c
0000,0000,0000,0000,0000,0000,2fa5,65e5,10000,d
0000,0000,0000,0000,0000,0000,65e7,2fb5,40000,e
0000,0000,0000,0000,0000,0000,2fb8,74e6,80000,f
0000,0000,0000,0000,0000,0000,74ea,3eb8,100000,10
0000,0000,0000,0000,0000,0000,3ebb,74fb,400000,11
0000,0000,0000,0000,0000,0000,74fe,3fba,800000,12
0000,0000,0000,0000,0000,0000,75f4,2fae,30000,d
0000,0000,0000,0000,0000,0000,2faa,74f4,60000,e
0000,0000,0000,0000,0000,0000,74fb,3ebb,c0000,f
0000,0000,0000,0000,0000,0000,3ebe,75fa,180000,10
0000,0000,0000,0000,0000,0000,7744,0fcc,400,8
0000,0000,0000,0000,0000,0000,0fc5,6745,800,9
0000,0000,0000,0000,0000,0000,6747,0fd5,2000,a
0000,0000,0000,0000,0000,0000,0fd8,7646,4000,b
0000,0000,0000,0000,0000,0000,764a,1ed8,8000,c
0000,0000,0000,0000,0000,0000,1edb,765b,20000,d
0000,0000,0000,0000,0000,0000,765e,1fda,40000,e
0000,0000,0000,0000,0000,0000,7754,0fce,800,9
0000,0000,0000,0000,0000,0000,0fca,7654,1000,a
0000,0000,0000,0000,0000,0000,765b,1edb,2000,b
0000,0000,0000,0000,0000,0000,1ede,775a,4000,c
0000,0000,0000,0000,0000,0000,7774,0fee,2000,a
0000,0000,0000,0000,0000,0000,0fea,7674,4000,b
0000,0000,0000,0000,0000,0000,767b,1efb,8000,c
0000,0000,0000,0000,0000,0000,1efe,777a,10000,d
0000,0000,0000,0000,0000,0000,7784,2dcc,4000,b
0000,0000,0000,0000,0000,0000,2dc5,6785,8000,c
0000,0000,0000,0000,0000,0000,6787,2dd5,20000,d
0000,0000,0000,0000,0000,0000,2dd8,7686,40000,e
0000,0000,0000,0000,0000,0000,768a,3cd8,80000,f
0000,0000,0000,0000,0000,0000,3cdb,769b,200000,10
0000,0000,0000,0000,0000,0000,769e,3dda,400000,11
0000,0000,0000,0000,0000,0000,77b4,2dee,10000,c
0000,0000,0000,0000,0000,0000,2dea,76b4,20000,d
0000,0000,0000,0000,0000,0000,76bb,3cfb,40000,e
0000,0000,0000,0000,0000,0000,3cfe,77ba,80000,f
0000,0000,0000,0000,0000,0000,77e4,2fec,20000,d
0000,0000,0000,0000,0000,0000,2fe5,67e5,40000,e
0000,0000,0000,0000,0000,0000,67e7,2ff5,100000,f
0000,0000,0000,0000,0000,0000,2ff8,76e6,200000,10
0000,0000,0000,0000,0000,0000,76ea,3ef8,400000,11
0000,0000,0000,0000,0000,0000,3efb,76fb,1000000,12
0000,0000,0000,0000,0000,0000,76fe,3ffa,2000000,13
0000,0000,0000,0000,0000,0000,77f4,2fee,c0000,e
0000,0000,0000,0000,0000,0000,2fea,76f4,180000,f
0000,0000,0000,0000,0000,0000,76fb,3efb,300000,10
0000,0000,0000,0000,0000,0000,3efe,77fa,600000,11
0000,0000,0000,0000,0000,0000,7844,4b88,800,9
0000,0000,0000,0000,0000,0000,4b85,6945,1000,a
0000,0000,0000,0000,0000,0000,6947,4b95,4000,b
0000,0000,0000,0000,0000,0000,4b98,7846,8000,c
0000,0000,0000,0000,0000,0000,784a,5a98,10000,d
0000,0000,0000,0000,0000,0000,5a9b,785b,40000,e
0000,0000,0000,0000,0000,0000,785e,5b9a,80000,f
0000,0000,0000,0000,0000,0000,7854,4b8a,1000,a
0000,0000,0000,0000,0000,0000,4b85,6945,2000,b
0000,0000,0000,0000,0000,0000,6947,4b95,8000,c
0000,0000,0000,0000,0000,0000,4b98,7846,10000,d
0000,0000,0000,0000,0000,0000,784a,5a98,20000,e
0000,0000,0000,0000,0000,0000,5a9b,785b,80000,f
0000,0000,0000,0000,0000,0000,785e,5b9a,100000,10
0000,0000,0000,0000,0000,0000,7874,4baa,4000,b
0000,0000,0000,0000,0000,0000,4ba5,6965,8000,c
0000,0000,0000,0000,0000,0000,6967,4bb5,20000,d
0000,0000,0000,0000,0000,0000,4bb8,7866,40000,e
0000,0000,0000,0000,0000,0000,786a,5ab8,80000,f
0000,0000,0000,0000,0000,0000,5abb,787b,200000,10
0000,0000,0000,0000,0000,0000,787e,5bba,400000,11
0000,0000,0000,0000,0000,0000,7884,6988,8000,c
0000,0000,0000,0000,0000,0000,6985,6985,10000,d
0000,0000,0000,0000,0000,0000,6987,6995,40000,e
0000,0000,0000,0000,0000,0000,6998,7886,80000,f
0000,0000,0000,0000,0000,0000,788a,7898,100000,10
0000,0000,0000,0000,0000,0000,789b,789b,400000,11
0000,0000,0000,0000,0000,0000,789e,799a,800000,12
0000,0000,0000,0000,0000,0000,78b4,69aa,20000,d
0000,0000,0000,0000,0000,0000,69a5,69a5,40000,e
0000,0000,0000,0000,0000,0000,69a7,69b5,100000,f
0000,0000,0000,0000,0000,0000,69b8,78a6,200000,10
0000,0000,0000,0000,0000,0000,78aa,78b8,400000,11
0000,0000,0000,0000,0000,0000,78bb,78bb,1000000,12
0000,0000,0000,0000,0000,0000,78be,79ba,2000000,13
0000,0000,0000,0000,0000,0000,78e4,6ba8,40000,e
0000,0000,0000,0000,0000,0000,6ba5,69e5,80000,f
0000,0000,0000,0000,0000,0000,69e7,6bb5,200000,10
0000,0000,0000,0000,0000,0000,6bb8,78e6,400000,11
0000,0000,0000,0000,0000,0000,78ea,7ab8,800000,12
0000,0000,0000,0000,0000,0000,7abb,78fb,2000000,13
0000,0000,0000,0000,0000,0000,78fe,7bba,4000000,14
0000,0000,0000,0000,0000,0000,78f4,6baa,180000,f
0000,0000,0000,0000,0000,0000,6ba5,69e5,300000,10
0000,0000,0000,0000,0000,0000,69e7,6bb5,c00000,11
0000,0000,0000,0000,0000,0000,6bb8,78e6,1800000,12
0000,0000,0000,0000,0000,0000,78ea,7ab8,3000000,13
0000,0000,0000,0000,0000,0000,7abb,78fb,c000000,14
0000,0000,0000,0000,0000,0000,78fe,7bba,18000000,15
0000,0000,0000,0000,0000,0000,7b44,4bcc,2000,a
0000,0000,0000,0000,0000,0000,4bc5,6b45,4000,b
0000,0000,0000,0000,0000,0000,6b47,4bd5,10000,c
0000,0000,0000,0000,0000,0000,4bd8,7a46,20000,d
0000,0000,0000,0000,0000,0000,7a4a,5ad8,40000,e
0000,0000,0000,0000,0000,0000,5adb,7a5b,100000,f
0000,0000,0000,0000,0000,0000,7a5e,5bda,200000,10
0000,0000,0000,0000,0000,0000,7b54,4bce,4000,b
0000,0000,0000,0000,0000,0000,4bca,7a54,8000,c
0000,0000,0000,0000,0000,0000,7a5b,5adb,10000,d
0000,0000,0000,0000,0000,0000,5ade,7b5a,20000,e
0000,0000,0000,0000,0000,0000,7b74,4bee,10000,c
0000,0000,0000,0000,0000,0000,4bea,7a74,20000,d
0000,0000,0000,0000,0000,0000,7a7b,5afb,40000,e
0000,0000,0000,0000,0000,0000,5afe,7b7a,80000,f
0000,0000,0000,0000,0000,0000,7b84,69cc,20000,d
0000,0000,0000,0000,0000,0000,69c5,6b85,40000,e
0000,0000,0000,0000,0000,0000,6b87,69d5,100000,f
0000,0000,0000,0000,0000,0000,69d8,7a86,200000,10
0000,0000,0000,0000,0000,0000,7a8a,78d8,400000,11
0000,0000,0000,0000,0000,0000,78db,7a9b,1000000,12
0000,0000,0000,0000,0000,0000,7a9e,79da,2000000,13
0000,0000,0000,0000,0000,0000,7bb4,69ee,80000,e
0000,0000,0000,0000,0000,0000,69ea,7ab4,100000,f
0000,0000,0000,0000,0000,0000,7abb,78fb,200000,10
0000,0000,0000,0000,0000,0000,78fe,7bba,400000,11
0000,0000,0000,0000,0000,0000,7be4,6bec,100000,f
0000,0000,0000,0000,0000,0000,6be5,6be5,200000,10
0000,0000,0000,0000,0000,0000,6be7,6bf5,800000,11
0000,0000,0000,0000,0000,0000,6bf8,7ae6,1000000,12
0000,0000,0000,0000,0000,0000,7aea,7af8,2000000,13
0000,0000,0000,0000,0000,0000,7afb,7afb,8000000,14
0000,0000,0000,0000,0000,0000,7afe,7bfa,10000000,15
0000,0000,0000,0000,0000,0000,7bf4,6bee,600000,10
0000,0000,0000,0000,0000,0000,6bea,7af4,c00000,11
0000,0000,0000,0000,0000,0000,7afb,7afb,1800000,12
0000,0000,0000,0000,0000,0000,7afe,7bfa,3000000,13
0000,0000,0000,0000,0000,0000,7e44,4fc8,4000,b
0000,0000,0000,0000,0000,0000,4fc5,6f45,8000,c
0000,0000,0000,0000,0000,0000,6f47,4fd5,20000,d
0000,0000,0000,0000,0000,0000,4fd8,7e46,40000,e
0000,0000,0000,0000,0000,0000,7e4a,5ed8,80000,f
0000,0000,0000,0000,0000,0000,5edb,7e5b,200000,10
0000,0000,0000,0000,0000,0000,7e5e,5fda,400000,11
0000,0000,0000,0000,0000,0000,7e54,4fca,8000,c
0000,0000,0000,0000,0000,0000,4fc5,6f45,10000,d
0000,0000,0000,0000,0000,0000,6f47,4fd5,40000,e
0000,0000,0000,0000,0000,0000,4fd8,7e46,80000,f
0000,0000,0000,0000,0000,0000,7e4a,5ed8,100000,10
0000,0000,0000,0000,0000,0000,5edb,7e5b,400000,11
0000,0000,0000,0000,0000,0000,7e5e,5fda,800000,12
0000,0000,0000,0000,0000,0000,7e74,4fea,20000,d
0000,0000,0000,0000,0000,0000,4fe5,6f65,40000,e
0000,0000,0000,0000,0000,0000,6f67,4ff5,100000,f
0000,0000,0000,0000,0000,0000,4ff8,7e66,200000,10
0000,0000,0000,0000,0000,0000,7e6a,5ef8,400000,11
0000,0000,0000,0000,0000,0000,5efb,7e7b,1000000,12
0000,0000,0000,0000,0000,0000,7e7e,5ffa,2000000,13
0000,0000,0000,0000,0000,0000,7e84,6dc8,40000,e
0000,0000,0000,0000,0000,0000,6dc5,6f85,80000,f
0000,0000,0000,0000,0000,0000,6f87,6dd5,200000,10
0000,0000,0000,0000,0000,0000,6dd8,7e86,400000,11
0000,0000,0000,0000,0000,0000,7e8a,7cd8,800000,12
0000,0000,0000,0000,0000,0000,7cdb,7e9b,2000000,13
0000,0000,0000,0000,0000,0000,7e9e,7dda,4000000,14
0000,0000,0000,0000,0000,0000,7eb4,6dea,100000,f
0000,0000,0000,0000,0000,0000,6de5,6fa5,200000,10
0000,0000,0000,0000,0000,0000,6fa7,6df5,800000,11
0000,0000,0000,0000,0000,0000,6df8,7ea6,1000000,12
0000,0000,0000,0000,0000,0000,7eaa,7cf8,2000000,13
0000,0000,0000,0000,0000,0000,7cfb,7ebb,8000000,14
0000,0000,0000,0000,0000,0000,7ebe,7dfa,10000000,15
0000,0000,0000,0000,0000,0000,7ee4,6fe8,200000,10
0000,0000,0000,0000,0000,0000,6fe5,6fe5,400000,11
0000,0000,0000,0000,0000,0000,6fe7,6ff5,1000000,12
0000,0000,0000,0000,0000,0000,6ff8,7ee6,2000000,13
0000,0000,0000,0000,0000,0000,7eea,7ef8,4000000,14
0000,0000,0000,0000,0000,0000,7efb,7efb,10000000,15
0000,0000,0000,0000,0000,0000,7efe,7ffa,20000000,16
0000,0000,0000,0000,0000,0000,7ef4,6fea,c00000,11
0000,0000,0000,0000,0000,0000,6fe5,6fe5,1800000,12
0000,0000,0000,0000,0000,0000,6fe7,6ff5,6000000,13
0000,0000,0000,0000,0000,0000,6ff8,7ee6,c000000,14
0000,0000,0000,0000,0000,0000,7eea,7ef8,18000000,15
0000,0000,0000,0000,0000,0000,7efb,7efb,60000000,16
0000,0000,0000,0000,0000,0000,7efe,7ffa,c0000000,17
0000,0000,0000,0000,0000,0000,7f44,4fcc,18000,c
0000,0000,0000,0000,0000,0000,4fc5,6f45,30000,d
0000,0000,0000,0000,0000,0000,6f47,4fd5,c0000,e
0000,0000,0000,0000,0000,0000,4fd8,7e46,180000,f
0000,0000,0000,0000,0000,0000,7e4a,5ed8,300000,10
0000,0000,0000,0000,0000,0000,5edb,7e5b,c00000,11
0000,0000,0000,0000,0000,0000,7e5e,5fda,1800000,12
0000,0000,0000,0000,0000,0000,7f54,4fce,30000,d
0000,0000,0000,0000,0000,0000,4fca,7e54,60000,e
0000,0000,0000,0000,0000,0000,7e5b,5edb,c0000,f
0000,0000,0000,0000,0000,0000,5ede,7f5a,180000,10
0000,0000,0000,0000,0000,0000,7f74,4fee,c0000,e
0000,0000,0000,0000,0000,0000,4fea,7e74,180000,f
0000,0000,0000,0000,0000,0000,7e7b,5efb,300000,10
0000,0000,0000,0000,0000,0000,5efe,7f7a,600000,11
0000,0000,0000,0000,0000,0000,7f84,6dcc,180000,f
0000,0000,0000,0000,0000,0000,6dc5,6f85,300000,10
0000,0000,0000,0000,0000,0000,6f87,6dd5,c00000,11
0000,0000,0000,0000,0000,0000,6dd8,7e86,1800000,12
0000,0000,0000,0000,0000,0000,7e8a,7cd8,3000000,13
0000,0000,0000,0000,0000,0000,7cdb,7e9b,c000000,14
0000,0000,0000,0000,0000,0000,7e9e,7dda,18000000,15
0000,0000,0000,0000,0000,0000,7fb4,6dee,600000,10
0000,0000,0000,0000,0000,0000,6dea,7eb4,c00000,11
0000,0000,0000,0000,0000,0000,7ebb,7cfb,1800000,12
0000,0000,0000,0000,0000,0000,7cfe,7fba,3000000,13
0000,0000,0000,0000,0000,0000,7fe4,6fec,c00000,11
0000,0000,0000,0000,0000,0000,6fe5,6fe5,1800000,12
0000,0000,0000,0000,0000,0000,6fe7,6ff5,6000000,13
0000,0000,0000,0000,0000,0000,6ff8,7ee6,c000000,14
0000,0000,0000,0000,0000,0000,7eea,7ef8,18000000,15
0000,0000,0000,0000,0000,0000,7efb,7efb,60000000,16
0000,0000,0000,0000,0000,0000,7efe,7ffa,c0000000,17
0000,0000,0000,0000,0000,0000,7ff4,6fee,4800000,12
0000,0000,0000,0000,0000,0000,6fea,7ef4,9000000,13
0000,0000,0000,0000,0000,0000,7efb,7efb,12000000,14
0000,0000,0000,0000,0000,0000,7efe,7ffa,24000000,15
0000,0000,0000,0000,0000,0000,8444,8700,100,7
0000,0000,0000,0000,0000,0000,8454,8702,200,8
0000,0000,0000,0000,0000,0000,8709,9445,400,9
0000,0000,0000,0000,0000,0000,944b,9619,800,a
0000,0000,0000,0000,0000,0000,961f,955b,1000,b
0000,0000,0000,0000,0000,0000,8474,8722,800,9
0000,0000,0000,0000,0000,0000,8729,9465,1000,a
0000,0000,0000,0000,0000,0000,946b,9639,2000,b
0000,0000,0000,0000,0000,0000,963f,957b,4000,c
0000,0000,0000,0000,0000,0000,8484,a500,1000,a
0000,0000,0000,0000,0000,0000,84b4,a522,4000,b
0000,0000,0000,0000,0000,0000,a529,94a5,8000,c
0000,0000,0000,0000,0000,0000,94ab,b439,10000,d
0000,0000,0000,0000,0000,0000,b43f,95bb,20000,e
0000,0000,0000,0000,0000,0000,84e4,a720,8000,c
0000,0000,0000,0000,0000,0000,84f4,a722,30000,d
0000,0000,0000,0000,0000,0000,a729,94e5,60000,e
0000,0000,0000,0000,0000,0000,94eb,b639,c0000,f
0000,0000,0000,0000,0000,0000,b63f,95fb,180000,10
0000,0000,0000,0000,0000,0000,8544,8704,200,8
0000,0000,0000,0000,0000,0000,8705,8545,400,9
0000,0000,0000,0000,0000,0000,8547,8715,1000,a
0000,0000,0000,0000,0000,0000,8718,9446,2000,b
0000,0000,0000,0000,0000,0000,944a,9618,4000,c
0000,0000,0000,0000,0000,0000,961b,945b,10000,d
0000,0000,0000,0000,0000,0000,945e,971a,20000,e
0000,0000,0000,0000,0000,0000,8554,8706,400,9
0000,0000,0000,0000,0000,0000,8707,8555,800,a
0000,0000,0000,0000,0000,0000,8558,9606,1000,b
0000,0000,0000,0000,0000,0000,960a,9458,2000,c
0000,0000,0000,0000,0000,0000,945b,961b,8000,d
0000,0000,0000,0000,0000,0000,961e,955a,10000,e
0000,0000,0000,0000,0000,0000,8574,8726,1000,a
0000,0000,0000,0000,0000,0000,8727,8575,2000,b
0000,0000,0000,0000,0000,0000,8578,9626,4000,c
0000,0000,0000,0000,0000,0000,962a,9478,8000,d
0000,0000,0000,0000,0000,0000,947b,963b,20000,e
0000,0000,0000,0000,0000,0000,963e,957a,40000,f
0000,0000,0000,0000,0000,0000,8584,a504,2000,b
0000,0000,0000,0000,0000,0000,a505,8585,4000,c
0000,0000,0000,0000,0000,0000,8587,a515,10000,d
0000,0000,0000,0000,0000,0000,a518,9486,20000,e
0000,0000,0000,0000,0000,0000,948a,b418,40000,f
0000,0000,0000,0000,0000,0000,b41b,949b,100000,10
0000,0000,0000,0000,0000,0000,949e,b51a,200000,11
0000,0000,0000,0000,0000,0000,85b4,a526,8000,c
0000,0000,0000,0000,0000,0000,a527,85b5,10000,d
0000,0000,0000,0000,0000,0000,85b8,b426,20000,e
0000,0000,0000,0000,0000,0000,b42a,94b8,40000,f
0000,0000,0000,0000,0000,0000,94bb,b43b,100000,10
0000,0000,0000,0000,0000,0000,b43e,95ba,200000,11
0000,0000,0000,0000,0000,0000,85e4,a724,10000,d
0000,0000,0000,0000,0000,0000,a725,85e5,20000,e
0000,0000,0000,0000,0000,0000,85e7,a735,80000,f
0000,0000,0000,0000,0000,0000,a738,94e6,100000,10
0000,0000,0000,0000,0000,0000,94ea,b638,200000,11
0000,0000,0000,0000,0000,0000,b63b,94fb,800000,12
0000,0000,0000,0000,0000,0000,94fe,b73a,1000000,13
0000,0000,0000,0000,0000,0000,85f4,a726,60000,e
0000,0000,0000,0000,0000,0000,a727,85f5,c0000,f
0000,0000,0000,0000,0000,0000,85f8,b626,180000,10
0000,0000,0000,0000,0000,0000,b62a,94f8,300000,11
0000,0000,0000,0000,0000,0000,94fb,b63b,c00000,12
0000,0000,0000,0000,0000,0000,b63e,95fa,1800000,13
0000,0000,0000,0000,0000,0000,8744,8744,800,9
0000,0000,0000,0000,0000,0000,8745,8745,1000,a
