甄家,28
他些,28
二两,28
宁国府,28
此刻,28
便知,28
院中,28
箸,28
打量,28
一家子,28
薛宝钗,28
衾,28
桂花,28
去取,28
终久,28
恍惚,28
两口,28
央告,28
朋友,28
那位,28
周瑞,28
管事,28
剩下,28
拍,28
兴头,28
调唆,28
逼,28
忒,28
没脸,28
菜,28
该死,28
房内,28
大喜,28
翠,28
桌子,28
走上,28
披,28
王善保,28
得意,27
治,27
儿女,27
手中,27
庙,27
我家,27
怨,27
怔,27
东边,27
摔,27
满面,27
上夜,27
贾政贾,27
含笑,27
羞,27
姑爷,27
想不到,27
我来,27
一手,27
抓,27
要死,27
坐坐,27
由不得,27
犯,27
一个月,27
贾政笑,27
往外,27
赎,27
绮,27
汗巾,27
撕,27
说不出来,27
算是,27
彩屏,27
一两,27
当铺,27
女尼,27
李十儿,27
携,26
赐,26
一大,26
男女,26
上前,26
伤,26
金银,26
之中,26
可笑,26
形容,26
因说,26
打扫,26
一对,26
性情,26
议论,26
深知,26
寂寞,26
子们,26
更觉,26
空,26
往后,26
宁府,26
姥姥,26
管家,26
这病,26
可不,26
智能,26
输,26
取乐,26
记挂着,26
撒谎,26
装,26
诸人,26
贾珍贾,26
五更,26
同着,26
好人,26
吵嚷,26
烟道,26
无可,26
益发,26
伶俐,26
一段,25
不去,25
几件,25
对联,25
主人,25
自为,25
占,25
房,25
倒象,25
遣,25
一本,25
眼前,25
自幼,25
两家,25
嬷嬷,25
止住,25
吃药,25
房屋,25
眼看,25
细说,25
凤姐姐,25
傻,25
挪,25
王子腾,25
胭脂,25
伙计,25
原该,25
早饭,25
你老,25
匣子,25
摇头,25
委曲,25
想想,25
捶,25
闷闷,25
打着,25
撒,25
外边,25
府上,25
熬,25
娶亲,25
纸,25
帖,25
黛,25
红玉,25
听到,25
恩典,25
不题,25
侍书,25
分明,24
子弟,24
半晌,24
一家,24
好笑,24
号,24
大笑,24
至此,24
若论,24
不妥,24
见面,24
小人,24
聪明,24
身体,24
路上,24
戴,24
招,24
玻璃,24
炕沿,24
极好,24
珍珠,24
你家,24
胡乱,24
几处,24
合家,24
你别,24
一遭,24
破,24
几样,24
怎么着,24
不大好,24
饿,24
一色,24
院子,24
夜间,24
怕人,24
臊,24
体统,24
按着,24
王仁,24
说闲话,24
张家,24
心肠,24
省亲,24
收着,24
禁不住,24
一篇,24
含泪,24
安心,24
贾环贾,24
贾芸道,24
生事,24
小红,24
象是,24
爬,24
张道士,24
懂得,24
盒子,24
惜春道,24
鲍二,24
不堪,23
现有,23
士隐,23
顽耍,23
回避,23
并未,23
露出,23
孝顺,23
身边,23
不容,23
皇上,23
钗,23
现今,23
标致,23
一只,23
留心,23
搀,23
舅母,23
搂,23
平安,23
一群,23
出气,23
垂手,23
件,23
贾政便,23
无心,23
丢下,23
退,23
终身,23
自觉,23
枉,23
教训,23
东府里,23
挽,23
方子,23
水月庵,23
着手,23
不安,23
贾母房,23
砸,23
两声,23
真的,23
丢开,23
省事,23
出事,23
上车,23
走走,23
扎挣,23
山坡,23
私自,23
哭道,23
疑心,23
阴阳,23
滚,23
拌嘴,23
两府,23
贵妃,23
不出,23
彩霞,23
再三,23
雀儿,23
马道婆,23
王太医,23
一瞧,23
琴,23
张华,23
无益,22
闺阁,22
先是,22
一套,22
愁,22
一生,22
泪,22
雪,22
性命,22
有何,22
异常,22
男子,22
清净,22
漱,22
家务,22
正好,22
肉,22
解劝,22
自是,22
李氏,22
三分,22
十二个,22
说不得,22
论理,22
方知,22
皮,22
不相干,22
翻,22
怄,22
金荣,22
欺负,22
口气,22
娘儿,22
拉住,22
正自,22
黑,22
铁槛,22
分派,22
家伙,22
情愿,22
胆子,22
毕便,22
进门,22
编,22
进园,22
拈,22
齐全,22
瞧见,22
风声,22
柳湘莲,22
邢岫烟,22
贾雨村,21
见识,21
风月,21
终,21
妙,21
绛,21
天地,21
警幻,21
取出,21
一身,21
老先生,21
天上,21
夫妇,21
个个,21
面上,21
城外,21
既有,21
一等,21
出入,21
一双,21
妾,21
廊,21
等物,21
十倍,21
闻得,21
看守,21
梨,21
香院,21
声音,21
误,21
供,21
只觉,21
王家,21
王,21
一趟,21
念佛,21
对面,21
家常,21
眼里,21
费心,21
原要,21
宝钗黛,21
面前,21
他来,21
死活,21
乐得,21
贾琏贾,21
一出,21
没法儿,21
来凤,21
镜子,21
送与,21
查,21
谢恩,21
奉,21
怀里,21
剪,21
盖,21
着眼,21
宝钗忙,21
贾琏便,21
馆来,21
心疼,21
福,21
紫鹃笑,21
倒把,21
芙蓉,21
过不去,21
真个,21
秋桐,21
何人,20
解闷,20
痴,20
功名,20
恕,20
未曾,20
紫,20
帮着,20
林家,20
身后,20
承,20
平常,20
祖父,20
米,20
人不知,20
赦,20
大有,20
奶娘,20
黛玉忙,20
枕,20
插,20
一所,20
第一,20
无故,20
泪痕,20
一向,20
细问,20
忙乱,20
眼色,20
棋,20
学问,20
一股,20
走出,20
因向,20
依旧,20
作践,20
听宝玉,20
一说,20
两眼,20
二十两,20
一包,20
宝钗见,20
古怪,20
正经事,20
半碗,20
贾蓉道,20
捆,20
看戏,20
相公,20
早晚,20
不犯,20
裙子,20
时节,20
摸,20
揉,20
婶娘,20
翻身,20
戳,20
哭泣,20
教导,20
蕙,20
没事,20
倪二,20
害怕,20
悲,20
